Precinct,Contest Name,Candidate Name,Votes
"Toledo 23B","County Commissioner","Gary L. Byers","230"
"Toledo 23B","County Commissioner","Sandy Spang","168"
"Toledo 23B","County Auditor","Anita Lopez","400"
"Toledo 23B","County Treasurer UNEX","Lori Brodie","264"
"Toledo 23B","County Treasurer UNEX","Lindsay M. Webb","277"
"Toledo 23B","State Board of Education 2nd District","Jeanine P. Donaldson","44"
"Toledo 23B","State Board of Education 2nd District","Charles Froehlich","27"
"Toledo 23B","State Board of Education 2nd District","Kirsten Hill","64"
"Toledo 23B","State Board of Education 2nd District","W. Roger Knight","27"
"Toledo 23B","State Board of Education 2nd District","Sue Larimer","67"
"Toledo 23B","State Board of Education 2nd District","Vicki Donovan Lyle","80"
"Toledo 23B","State Board of Education 2nd District","Annette Dudek Shine","53"
"Toledo 23B","1. State Issue Proposed Const. Amendment","YES","227"
"Toledo 23B","1. State Issue Proposed Const. Amendment","NO","333"
"Toledo 23B","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","301"
"Toledo 23B","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","261"
"Toledo 23B","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","395"
"Toledo 23B","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","162"
"Toledo 23B","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","158"
"Toledo 23B","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","392"
"Toledo 23B","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","415"
"Toledo 23B","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","140"
"Toledo 23B","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","346"
"Toledo 23B","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","195"
"Toledo 23B","15. City of Toledo Regional Water Charter Amendment","YES","362"
"Toledo 23B","15. City of Toledo Regional Water Charter Amendment","NO","166"
"Toledo 23C","Governor / Lt. Governor","Cordray/Sutton","313"
"Toledo 23C","Governor / Lt. Governor","DeWine/Husted","212"
"Toledo 23C","Governor / Lt. Governor","Gadell-Newton/Joseph","12"
"Toledo 23C","Governor / Lt. Governor","Irvine/Grayson","22"
"Toledo 23C","Governor / Lt. Governor","Write-in","2"
"Toledo 23C","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23C","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23C","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23C","Attorney General","Steve Dettelbach","316"
"Toledo 23C","Attorney General","Dave Yost","230"
"Toledo 23C","Auditor of State","Robert C. Coogan","35"
"Toledo 23C","Auditor of State","Keith Faber","198"
"Toledo 23C","Auditor of State","Zack Space","304"
"Toledo 23C","Secretary of State","Kathleen Clyde","298"
"Toledo 23C","Secretary of State","Frank LaRose","220"
"Toledo 23C","Secretary of State","Dustin R. Nanna","23"
"Toledo 23C","Secretary of State","Write-in","2"
"Toledo 23C","Secretary of State","Michael W. Bradley","0"
"Toledo 23C","Treasurer of State","Rob Richardson","294"
"Toledo 23C","Treasurer of State","Robert Sprague","241"
"Toledo 23C","U.S. Senator","Sherrod Brown","374"
"Toledo 23C","U.S. Senator","Jim Renacci","188"
"Toledo 23C","U.S. Senator","Write-in","1"
"Toledo 23C","U.S. Senator","Stephen Faris","0"
"Toledo 23C","U.S. Representative Dist 5","J. Michael Galbraith","289"
"Toledo 23C","U.S. Representative Dist 5","Don Kissick","17"
"Toledo 23C","U.S. Representative Dist 5","Bob Latta","244"
"Toledo 23C","Sup Crt Justice 1-1-19","Craig Baldwin","120"
"Toledo 23C","Sup Crt Justice 1-1-19","Michael P. Donnelly","309"
"Toledo 23C","Sup Crt Justice 1-2-19","Mary DeGenaro","186"
"Toledo 23C","Sup Crt Justice 1-2-19","Melody J. Stewart","232"
"Toledo 23C","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","152"
"Toledo 23C","Appeals Crt Judge 2-9-19","Gene A. Zmuda","308"
"Toledo 23C","State Senator Dist 11","Teresa Fedor","337"
"Toledo 23C","State Senator Dist 11","Ernest McCarthy","199"
"Toledo 23C","State Representative Dist 45","David Davenport","209"
"Toledo 23C","State Representative Dist 45","Lisa Sobecki","317"
"Toledo 23C","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","357"
"Toledo 23C","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","379"
"Toledo 23C","Judge Comm Pleas DR 1-3-19","David Lewandowski","359"
"Toledo 23C","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","167"
"Toledo 23C","Judge Comm Pleas GEN 1-4-19","Joe McNamara","285"
"Toledo 23C","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","361"
"Toledo 23C","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","340"
"Toledo 23C","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","374"
"Toledo 23C","County Commissioner","Gary L. Byers","242"
"Toledo 23C","County Commissioner","Sandy Spang","149"
"Toledo 23C","County Auditor","Anita Lopez","417"
"Toledo 23C","County Treasurer UNEX","Lori Brodie","243"
"Toledo 23C","County Treasurer UNEX","Lindsay M. Webb","292"
"Toledo 23C","State Board of Education 2nd District","Jeanine P. Donaldson","44"
"Toledo 23C","State Board of Education 2nd District","Charles Froehlich","39"
"Toledo 23C","State Board of Education 2nd District","Kirsten Hill","75"
"Toledo 23C","State Board of Education 2nd District","W. Roger Knight","39"
"Toledo 23C","State Board of Education 2nd District","Sue Larimer","57"
"Toledo 23C","State Board of Education 2nd District","Vicki Donovan Lyle","53"
"Toledo 23C","State Board of Education 2nd District","Annette Dudek Shine","61"
"Toledo 23C","1. State Issue Proposed Const. Amendment","YES","272"
"Toledo 23C","1. State Issue Proposed Const. Amendment","NO","293"
"Toledo 23C","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","281"
"Toledo 23C","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","287"
"Toledo 23C","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","380"
"Toledo 23C","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","186"
"Toledo 23C","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","162"
"Toledo 23C","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","389"
"Toledo 23C","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","395"
"Toledo 23C","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","169"
"Toledo 23C","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","353"
"Toledo 23C","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","201"
"Toledo 23C","15. City of Toledo Regional Water Charter Amendment","YES","355"
"Toledo 23C","15. City of Toledo Regional Water Charter Amendment","NO","185"
"Toledo 23D","Governor / Lt. Governor","Cordray/Sutton","250"
"Toledo 23D","Governor / Lt. Governor","DeWine/Husted","177"
"Toledo 23D","Governor / Lt. Governor","Gadell-Newton/Joseph","9"
"Toledo 23D","Governor / Lt. Governor","Irvine/Grayson","14"
"Toledo 23D","Governor / Lt. Governor","Write-in","0"
"Toledo 23D","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23D","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23D","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23D","Attorney General","Steve Dettelbach","252"
"Toledo 23D","Attorney General","Dave Yost","189"
"Toledo 23D","Auditor of State","Robert C. Coogan","29"
"Toledo 23D","Auditor of State","Keith Faber","172"
"Toledo 23D","Auditor of State","Zack Space","236"
"Toledo 23D","Secretary of State","Kathleen Clyde","248"
"Toledo 23D","Secretary of State","Frank LaRose","173"
"Toledo 23D","Secretary of State","Dustin R. Nanna","20"
"Toledo 23D","Secretary of State","Write-in","0"
"Toledo 23D","Secretary of State","Michael W. Bradley","0"
"Toledo 23D","Treasurer of State","Rob Richardson","244"
"Toledo 23D","Treasurer of State","Robert Sprague","194"
"Toledo 23D","U.S. Senator","Sherrod Brown","279"
"Toledo 23D","U.S. Senator","Jim Renacci","167"
"Toledo 23D","U.S. Senator","Write-in","1"
"Toledo 23D","U.S. Senator","Stephen Faris","0"
"Toledo 23D","U.S. Representative Dist 5","J. Michael Galbraith","222"
"Toledo 23D","U.S. Representative Dist 5","Don Kissick","22"
"Toledo 23D","U.S. Representative Dist 5","Bob Latta","202"
"Toledo 23D","Sup Crt Justice 1-1-19","Craig Baldwin","86"
"Toledo 23D","Sup Crt Justice 1-1-19","Michael P. Donnelly","275"
"Toledo 23D","Sup Crt Justice 1-2-19","Mary DeGenaro","152"
"Toledo 23D","Sup Crt Justice 1-2-19","Melody J. Stewart","186"
"Toledo 23D","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","140"
"Toledo 23D","Appeals Crt Judge 2-9-19","Gene A. Zmuda","231"
"Toledo 23D","State Senator Dist 11","Teresa Fedor","272"
"Toledo 23D","State Senator Dist 11","Ernest McCarthy","163"
"Toledo 23D","State Representative Dist 45","David Davenport","175"
"Toledo 23D","State Representative Dist 45","Lisa Sobecki","258"
"Toledo 23D","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","268"
"Toledo 23D","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","291"
"Toledo 23D","Judge Comm Pleas DR 1-3-19","David Lewandowski","289"
"Toledo 23D","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","127"
"Toledo 23D","Judge Comm Pleas GEN 1-4-19","Joe McNamara","246"
"Toledo 23D","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","274"
"Toledo 23D","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","266"
"Toledo 23D","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","263"
"Toledo 23D","County Commissioner","Gary L. Byers","204"
"Toledo 23D","County Commissioner","Sandy Spang","102"
"Toledo 23D","County Auditor","Anita Lopez","316"
"Toledo 23D","County Treasurer UNEX","Lori Brodie","202"
"Toledo 23D","County Treasurer UNEX","Lindsay M. Webb","238"
"Toledo 23D","State Board of Education 2nd District","Jeanine P. Donaldson","43"
"Toledo 23D","State Board of Education 2nd District","Charles Froehlich","21"
"Toledo 23D","State Board of Education 2nd District","Kirsten Hill","51"
"Toledo 23D","State Board of Education 2nd District","W. Roger Knight","35"
"Toledo 23D","State Board of Education 2nd District","Sue Larimer","62"
"Toledo 23D","State Board of Education 2nd District","Vicki Donovan Lyle","47"
"Toledo 23D","State Board of Education 2nd District","Annette Dudek Shine","54"
"Toledo 23D","1. State Issue Proposed Const. Amendment","YES","185"
"Toledo 23D","1. State Issue Proposed Const. Amendment","NO","266"
"Toledo 23D","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","196"
"Toledo 23D","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","246"
"Toledo 23D","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","274"
"Toledo 23D","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","172"
"Toledo 23D","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","131"
"Toledo 23D","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","309"
"Toledo 23D","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","297"
"Toledo 23D","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","153"
"Toledo 23D","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","248"
"Toledo 23D","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","191"
"Toledo 23D","15. City of Toledo Regional Water Charter Amendment","YES","263"
"Toledo 23D","15. City of Toledo Regional Water Charter Amendment","NO","166"
"Toledo 23E","Governor / Lt. Governor","Cordray/Sutton","291"
"Toledo 23E","Governor / Lt. Governor","DeWine/Husted","243"
"Toledo 23E","Governor / Lt. Governor","Gadell-Newton/Joseph","3"
"Toledo 23E","Governor / Lt. Governor","Irvine/Grayson","7"
"Toledo 23E","Governor / Lt. Governor","Write-in","0"
"Toledo 23E","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23E","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23E","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23E","Attorney General","Steve Dettelbach","287"
"Toledo 23E","Attorney General","Dave Yost","250"
"Toledo 23E","Auditor of State","Robert C. Coogan","18"
"Toledo 23E","Auditor of State","Keith Faber","243"
"Toledo 23E","Auditor of State","Zack Space","265"
"Toledo 23E","Secretary of State","Kathleen Clyde","272"
"Toledo 23E","Secretary of State","Frank LaRose","247"
"Toledo 23E","Secretary of State","Dustin R. Nanna","12"
"Toledo 23E","Secretary of State","Write-in","0"
"Toledo 23E","Secretary of State","Michael W. Bradley","0"
"Toledo 23E","Treasurer of State","Rob Richardson","261"
"Toledo 23E","Treasurer of State","Robert Sprague","266"
"Toledo 23E","U.S. Senator","Sherrod Brown","326"
"Toledo 23E","U.S. Senator","Jim Renacci","218"
"Toledo 23E","U.S. Senator","Write-in","0"
"Toledo 23E","U.S. Senator","Stephen Faris","0"
"Toledo 23E","U.S. Representative Dist 5","J. Michael Galbraith","256"
"Toledo 23E","U.S. Representative Dist 5","Don Kissick","7"
"Toledo 23E","U.S. Representative Dist 5","Bob Latta","279"
"Toledo 23E","Sup Crt Justice 1-1-19","Craig Baldwin","134"
"Toledo 23E","Sup Crt Justice 1-1-19","Michael P. Donnelly","299"
"Toledo 23E","Sup Crt Justice 1-2-19","Mary DeGenaro","190"
"Toledo 23E","Sup Crt Justice 1-2-19","Melody J. Stewart","223"
"Toledo 23E","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","125"
"Toledo 23E","Appeals Crt Judge 2-9-19","Gene A. Zmuda","342"
"Toledo 23E","State Senator Dist 11","Teresa Fedor","306"
"Toledo 23E","State Senator Dist 11","Ernest McCarthy","224"
"Toledo 23E","State Representative Dist 45","David Davenport","237"
"Toledo 23E","State Representative Dist 45","Lisa Sobecki","291"
"Toledo 23E","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","319"
"Toledo 23E","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","330"
"Toledo 23E","Judge Comm Pleas DR 1-3-19","David Lewandowski","342"
"Toledo 23E","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","178"
"Toledo 23E","Judge Comm Pleas GEN 1-4-19","Joe McNamara","275"
"Toledo 23E","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","318"
"Toledo 23E","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","325"
"Toledo 23E","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","326"
"Toledo 23E","County Commissioner","Gary L. Byers","189"
"Toledo 23E","County Commissioner","Sandy Spang","197"
"Toledo 23E","County Auditor","Anita Lopez","377"
"Toledo 23E","County Treasurer UNEX","Lori Brodie","289"
"Toledo 23E","County Treasurer UNEX","Lindsay M. Webb","238"
"Toledo 23E","State Board of Education 2nd District","Jeanine P. Donaldson","45"
"Toledo 23E","State Board of Education 2nd District","Charles Froehlich","34"
"Toledo 23E","State Board of Education 2nd District","Kirsten Hill","45"
"Toledo 23E","State Board of Education 2nd District","W. Roger Knight","26"
"Toledo 23E","State Board of Education 2nd District","Sue Larimer","53"
"Toledo 23E","State Board of Education 2nd District","Vicki Donovan Lyle","78"
"Toledo 23E","State Board of Education 2nd District","Annette Dudek Shine","76"
"Toledo 23E","1. State Issue Proposed Const. Amendment","YES","201"
"Toledo 23E","1. State Issue Proposed Const. Amendment","NO","336"
"Toledo 23E","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","246"
"Toledo 23E","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","290"
"Toledo 23E","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","374"
"Toledo 23E","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","164"
"Toledo 23E","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","174"
"Toledo 23E","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","351"
"Toledo 23E","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","383"
"Toledo 23E","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","161"
"Toledo 23E","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","357"
"Toledo 23E","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","172"
"Toledo 23E","15. City of Toledo Regional Water Charter Amendment","YES","366"
"Toledo 23E","15. City of Toledo Regional Water Charter Amendment","NO","148"
"Toledo 23F","Governor / Lt. Governor","Cordray/Sutton","156"
"Toledo 23F","Governor / Lt. Governor","DeWine/Husted","101"
"Toledo 23F","Governor / Lt. Governor","Gadell-Newton/Joseph","4"
"Toledo 23F","Governor / Lt. Governor","Irvine/Grayson","7"
"Toledo 23F","Governor / Lt. Governor","Write-in","0"
"Toledo 23F","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23F","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23F","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23F","Attorney General","Steve Dettelbach","154"
"Toledo 23F","Attorney General","Dave Yost","105"
"Toledo 23F","Auditor of State","Robert C. Coogan","13"
"Toledo 23F","Auditor of State","Keith Faber","101"
"Toledo 23F","Auditor of State","Zack Space","145"
"Toledo 23F","Secretary of State","Kathleen Clyde","152"
"Toledo 23F","Secretary of State","Frank LaRose","103"
"Toledo 23F","Secretary of State","Dustin R. Nanna","6"
"Toledo 23F","Secretary of State","Write-in","0"
"Toledo 23F","Secretary of State","Michael W. Bradley","0"
"Toledo 23F","Treasurer of State","Rob Richardson","148"
"Toledo 23F","Treasurer of State","Robert Sprague","109"
"Toledo 23F","U.S. Senator","Sherrod Brown","169"
"Toledo 23F","U.S. Senator","Jim Renacci","95"
"Toledo 23F","U.S. Senator","Write-in","0"
"Toledo 23F","U.S. Senator","Stephen Faris","0"
"Toledo 23F","U.S. Representative Dist 5","J. Michael Galbraith","143"
"Toledo 23F","U.S. Representative Dist 5","Don Kissick","8"
"Toledo 23F","U.S. Representative Dist 5","Bob Latta","112"
"Toledo 23F","Sup Crt Justice 1-1-19","Craig Baldwin","70"
"Toledo 23F","Sup Crt Justice 1-1-19","Michael P. Donnelly","148"
"Toledo 23F","Sup Crt Justice 1-2-19","Mary DeGenaro","94"
"Toledo 23F","Sup Crt Justice 1-2-19","Melody J. Stewart","116"
"Toledo 23F","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","92"
"Toledo 23F","Appeals Crt Judge 2-9-19","Gene A. Zmuda","133"
"Toledo 23F","State Senator Dist 11","Teresa Fedor","165"
"Toledo 23F","State Senator Dist 11","Ernest McCarthy","93"
"Toledo 23F","State Representative Dist 45","David Davenport","99"
"Toledo 23F","State Representative Dist 45","Lisa Sobecki","157"
"Toledo 23F","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","173"
"Toledo 23F","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","185"
"Toledo 23F","Judge Comm Pleas DR 1-3-19","David Lewandowski","180"
"Toledo 23F","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","94"
"Toledo 23F","Judge Comm Pleas GEN 1-4-19","Joe McNamara","134"
"Toledo 23F","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","177"
"Toledo 23F","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","168"
"Toledo 23F","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","178"
"Toledo 23F","County Commissioner","Gary L. Byers","123"
"Toledo 23F","County Commissioner","Sandy Spang","73"
"Toledo 23F","County Auditor","Anita Lopez","199"
"Toledo 23F","County Treasurer UNEX","Lori Brodie","107"
"Toledo 23F","County Treasurer UNEX","Lindsay M. Webb","155"
"Toledo 23F","State Board of Education 2nd District","Jeanine P. Donaldson","27"
"Toledo 23F","State Board of Education 2nd District","Charles Froehlich","14"
"Toledo 23F","State Board of Education 2nd District","Kirsten Hill","31"
"Toledo 23F","State Board of Education 2nd District","W. Roger Knight","12"
"Toledo 23F","State Board of Education 2nd District","Sue Larimer","22"
"Toledo 23F","State Board of Education 2nd District","Vicki Donovan Lyle","27"
"Toledo 23F","State Board of Education 2nd District","Annette Dudek Shine","43"
"Toledo 23F","1. State Issue Proposed Const. Amendment","YES","119"
"Toledo 23F","1. State Issue Proposed Const. Amendment","NO","145"
"Toledo 23F","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","144"
"Toledo 23F","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","120"
"Toledo 23F","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","182"
"Toledo 23F","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","77"
"Toledo 23F","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","101"
"Toledo 23F","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","160"
"Toledo 23F","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","185"
"Toledo 23F","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","73"
"Toledo 23F","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","169"
"Toledo 23F","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","90"
"Toledo 23F","15. City of Toledo Regional Water Charter Amendment","YES","169"
"Toledo 23F","15. City of Toledo Regional Water Charter Amendment","NO","86"
"Toledo 23G","Governor / Lt. Governor","Cordray/Sutton","248"
"Toledo 23G","Governor / Lt. Governor","DeWine/Husted","196"
"Toledo 23G","Governor / Lt. Governor","Gadell-Newton/Joseph","8"
"Toledo 23G","Governor / Lt. Governor","Irvine/Grayson","14"
"Toledo 23G","Governor / Lt. Governor","Write-in","0"
"Toledo 23G","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23G","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23G","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23G","Attorney General","Steve Dettelbach","260"
"Toledo 23G","Attorney General","Dave Yost","192"
"Toledo 23G","Auditor of State","Robert C. Coogan","23"
"Toledo 23G","Auditor of State","Keith Faber","185"
"Toledo 23G","Auditor of State","Zack Space","236"
"Toledo 23G","Secretary of State","Kathleen Clyde","253"
"Toledo 23G","Secretary of State","Frank LaRose","184"
"Toledo 23G","Secretary of State","Dustin R. Nanna","15"
"Toledo 23G","Secretary of State","Write-in","0"
"Toledo 23G","Secretary of State","Michael W. Bradley","0"
"Toledo 23G","Treasurer of State","Rob Richardson","238"
"Toledo 23G","Treasurer of State","Robert Sprague","204"
"Toledo 23G","U.S. Senator","Sherrod Brown","293"
"Toledo 23G","U.S. Senator","Jim Renacci","166"
"Toledo 23G","U.S. Senator","Write-in","0"
"Toledo 23G","U.S. Senator","Stephen Faris","0"
"Toledo 23G","U.S. Representative Dist 5","J. Michael Galbraith","213"
"Toledo 23G","U.S. Representative Dist 5","Don Kissick","19"
"Toledo 23G","U.S. Representative Dist 5","Bob Latta","222"
"Toledo 23G","Sup Crt Justice 1-1-19","Craig Baldwin","79"
"Toledo 23G","Sup Crt Justice 1-1-19","Michael P. Donnelly","275"
"Toledo 23G","Sup Crt Justice 1-2-19","Mary DeGenaro","140"
"Toledo 23G","Sup Crt Justice 1-2-19","Melody J. Stewart","202"
"Toledo 23G","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","114"
"Toledo 23G","Appeals Crt Judge 2-9-19","Gene A. Zmuda","273"
"Toledo 23G","State Senator Dist 11","Teresa Fedor","272"
"Toledo 23G","State Senator Dist 11","Ernest McCarthy","179"
"Toledo 23G","State Representative Dist 45","David Davenport","184"
"Toledo 23G","State Representative Dist 45","Lisa Sobecki","258"
"Toledo 23G","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","282"
"Toledo 23G","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","310"
"Toledo 23G","Judge Comm Pleas DR 1-3-19","David Lewandowski","305"
"Toledo 23G","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","143"
"Toledo 23G","Judge Comm Pleas GEN 1-4-19","Joe McNamara","240"
"Toledo 23G","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","300"
"Toledo 23G","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","306"
"Toledo 23G","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","301"
"Toledo 23G","County Commissioner","Gary L. Byers","200"
"Toledo 23G","County Commissioner","Sandy Spang","128"
"Toledo 23G","County Auditor","Anita Lopez","340"
"Toledo 23G","County Treasurer UNEX","Lori Brodie","217"
"Toledo 23G","County Treasurer UNEX","Lindsay M. Webb","232"
"Toledo 23G","State Board of Education 2nd District","Jeanine P. Donaldson","46"
"Toledo 23G","State Board of Education 2nd District","Charles Froehlich","34"
"Toledo 23G","State Board of Education 2nd District","Kirsten Hill","57"
"Toledo 23G","State Board of Education 2nd District","W. Roger Knight","23"
"Toledo 23G","State Board of Education 2nd District","Sue Larimer","47"
"Toledo 23G","State Board of Education 2nd District","Vicki Donovan Lyle","39"
"Toledo 23G","State Board of Education 2nd District","Annette Dudek Shine","45"
"Toledo 23G","1. State Issue Proposed Const. Amendment","YES","187"
"Toledo 23G","1. State Issue Proposed Const. Amendment","NO","274"
"Toledo 23G","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","225"
"Toledo 23G","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","235"
"Toledo 23G","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","301"
"Toledo 23G","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","156"
"Toledo 23G","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","138"
"Toledo 23G","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","306"
"Toledo 23G","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","304"
"Toledo 23G","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","152"
"Toledo 23G","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","272"
"Toledo 23G","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","177"
"Toledo 23G","15. City of Toledo Regional Water Charter Amendment","YES","285"
"Toledo 23G","15. City of Toledo Regional Water Charter Amendment","NO","150"
"Toledo 23H","Governor / Lt. Governor","Cordray/Sutton","286"
"Toledo 23H","Governor / Lt. Governor","DeWine/Husted","235"
"Toledo 23H","Governor / Lt. Governor","Gadell-Newton/Joseph","9"
"Toledo 23H","Governor / Lt. Governor","Irvine/Grayson","14"
"Toledo 23H","Governor / Lt. Governor","Write-in","2"
"Toledo 23H","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23H","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23H","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23H","Attorney General","Steve Dettelbach","309"
"Toledo 23H","Attorney General","Dave Yost","237"
"Toledo 23H","Auditor of State","Robert C. Coogan","28"
"Toledo 23H","Auditor of State","Keith Faber","231"
"Toledo 23H","Auditor of State","Zack Space","273"
"Toledo 23H","Secretary of State","Kathleen Clyde","285"
"Toledo 23H","Secretary of State","Frank LaRose","226"
"Toledo 23H","Secretary of State","Dustin R. Nanna","13"
"Toledo 23H","Secretary of State","Write-in","0"
"Toledo 23H","Secretary of State","Michael W. Bradley","0"
